survival_probability,race_group_survival_probability,cumulative_hazard,race_group_cumulative_hazard
0.37418411303780263,0.46699902612563454,0.9830073218483312,0.7614281066994943
0.8972427771843242,0.892368041514565,0.10842879893463507,0.1138766289043679
0.6316876209485286,0.7006014525633512,0.45936027767834586,0.3558160949075241
0.09298305550326862,0.05322369008154312,2.3753380013187,2.933251679467532
0.6862543577917363,0.7098621200430038,0.37650693602666624,0.3426845249280087
0.8481800747361381,0.8160025478184493,0.16466231345060697,0.20333780169637355
0.34015744831069755,0.43375428476157557,1.0783466852951378,0.835277069357005
0.6573676909059413,0.7225636130081753,0.4195117657411095,0.32494981718528804
0.7904923830700759,0.8073646965052339,0.2350992579640097,0.2139797964322708
0.8815148228729622,0.8915583218834281,0.12611346177457342,0.11478442387097329
0.8765777699135799,0.8498713946495774,0.1317298507604856,0.16267024135709887
0.8865002561082588,0.8888684652297203,0.12047386456971118,0.11780601253691457
0.11822887255480713,0.1432262907915346,2.1351329351856787,1.9433294463941242
0.888683794593679,0.9126412964785858,0.11801379336100586,0.09141236005682615
0.7561292156367517,0.80530729414018,0.279542997253356,0.21653134255348497
0.054376718223056085,0.027440362091530612,2.911819190568063,3.595740280456027
0.37206253444459336,0.3802984028450166,0.9886933354910935,0.9667990637806005
0.8791652449780335,0.9050603743154294,0.1287824069538292,0.09975362555660341
0.7913551117651697,0.8342178223618899,0.23400847167335734,0.18126073283244407
0.14671013656952314,0.15308004227178967,1.919296498950211,1.8767943422828546
0.21745182691500883,0.22492458424769177,1.5257779384331578,1.4919901140848342
0.5618919303775283,0.591755102979129,0.5764457422813497,0.5246624070863516
0.8114221716322781,0.7940328866474473,0.20896680342625304,0.23063039964129745
0.5758863019640053,0.6521674641801176,0.5518450301942963,0.42745390313298176
0.8478061469562886,0.8155583334491798,0.16510326961065794,0.20388232857899952
0.800182907545476,0.8414170945670058,0.2229149430152333,0.1726677912184494
0.9218757670316868,0.9141342590242939,0.08134480741992635,0.08977782660403683
0.08872867269563839,0.15317235307852645,2.4221721871599016,1.8761915008949412
0.86821591505911,0.8620732962647671,0.14131484518685639,0.14841498146376203
0.8258228684264166,0.8179203652824525,0.1913749734621149,0.2009903000739336
0.6539136097441087,0.6793484197022088,0.42478003144277093,0.3866211465054148
0.9154370389498782,0.9113822480190542,0.08835368954284155,0.09279287804771587
0.9024847052788298,0.8929359293431706,0.10260353597817246,0.11324044833564817
0.5209361777370489,0.5523652672917383,0.6521277442774638,0.5935457354343906
0.8942492116112759,0.9032732420976324,0.11177078246344231,0.10173017765230168
0.3690696882651597,0.40364162341898474,0.9967697956857109,0.9072278654461596
0.8871176937890407,0.876170153217275,0.11977761800120967,0.13219496807515949
0.9169680054627786,0.9241362066059475,0.08668269777843793,0.07889580845750556
0.7894290355266411,0.8326446623049433,0.23644533466311263,0.18314830368907473
0.4323630100955091,0.5223140903143637,0.8384897424463678,0.6494861664686474
0.877962241083117,0.872239747096887,0.13015169187188216,0.13669095353075666
0.8001457667672172,0.7593215153144373,0.22296135945313336,0.2753299874414462
0.5388150006819784,0.5053566902515179,0.6183829939240907,0.6824907817017293
0.8576815790585791,0.8441390574534262,0.15352236835458283,0.16943803794171286
0.9100565148615629,0.90120787634174,0.09424857715615433,0.10401933062453453
0.8978468592446206,0.8999918722219816,0.10775576058508361,0.10536954656306961
0.8855543528768919,0.887941026795407,0.1215414426414135,0.11884994946172638
0.7918879033779831,0.749656109075118,0.23333543332380588,0.28814069883796195
0.8446246081187813,0.8477889207638741,0.1688630010805661,0.16512358836805827
0.4020503762345671,0.32458976527313904,0.9111778841979254,1.125193154672491
0.1778182715195911,0.2624453320066999,1.726993196730094,1.3377124776614757
0.8858215709967117,0.8882030308234189,0.12123973579506285,0.11855492380906217
0.9190985962914798,0.9367433827635918,0.08436187588343289,0.06534590537002223
0.8264364043176425,0.8627226904430031,0.1906323104557133,0.1476619715844189
0.27220081031129023,0.3649813922468288,1.3012152118724711,1.007908906844852
0.8344152425288567,0.8377668898521348,0.18102410781039247,0.17701539159852314
0.7553224194023755,0.8046416319734204,0.28061057532505834,0.21735827835734217
0.4088819819614367,0.33141414382263484,0.8943287172401888,1.1043864958942573
0.2815232937449538,0.20903431502686262,1.267540086175948,1.5652568537630922
0.845036355337339,0.8379177026929674,0.16837562848261503,0.17683539013295999
0.411118088506623,0.5023219947863198,0.888874785786927,0.6885139410376483
0.8482194451476153,0.8513171548403187,0.16461589701270687,0.16097053494978522
0.8152540186488902,0.8303509551355271,0.20425553497939283,0.1859068300493993
0.8906453091216958,0.9142012389532803,0.11580901256075107,0.08970455785320797
0.8854104995870374,0.8877999797170166,0.12170390017406385,0.11900880942854555
0.10178705298463324,0.12497801129582924,2.2848723638514032,2.0796174667871163
0.8767812316106938,0.9031587674675661,0.1314977685709851,0.10185691879684897
0.09222440357283151,0.11424466602872965,2.3835305026080675,2.16941293713594
0.8428622483596996,0.855905945323241,0.17095174078607062,0.1555947858361408
0.894560574777,0.9173126369542589,0.11142265917919157,0.08630693031127284
0.1636032969090439,0.14937925942839908,1.8103107027607748,1.901266841701072
0.2008034829654088,0.18524227583531275,1.6054285458697304,1.6860907115709864
0.22129564016722406,0.18926319612100492,1.50825573312587,1.6646166605829231
0.7190255287811753,0.7406504149865982,0.3298584159370651,0.3002265396536885
0.8268968553491911,0.8303847252580565,0.19007531320091206,0.18586616117844929
0.48797939916747646,0.5736391202280313,0.7174820888408054,0.5557547907879608
0.8891170202859973,0.8985537300359105,0.11752642076305479,0.10696877484037702
0.6324650972768808,0.6389141996743426,0.45813024207399317,0.4479851064301085
0.24563426407685038,0.3370727367711533,1.4039115807264435,1.087456535802857
0.9088745188367572,0.9107996265920195,0.09554823741735714,0.09343235477065638
0.3677614983672879,0.34973479173664374,1.0003206531850686,1.0505801496224454
0.8751751704436886,0.877763008120532,0.13333121786803906,0.13037864419660455
0.49661675089524104,0.4213311737352046,0.6999366753145674,0.8643361185850501
0.869385387195175,0.8720842798362547,0.13996876848775344,0.13686920855521706
0.8192750684842097,0.8340777342862423,0.19933539256198216,0.18142867438862526
0.8582988642044922,0.8448096044001228,0.15280291356713127,0.16864399724992252
0.619204712582711,0.646448929314192,0.4793193459753891,0.43626107953758025
0.48105274798712966,0.5137383647908984,0.7317783517140365,0.6660411610371105
0.29307690126831276,0.2580616994369415,1.227320242735511,1.3545565775467274
0.34018902757062314,0.3222495683513705,1.0782538524193377,1.1324289766474598
0.8538286384925104,0.822718449797257,0.1580247628308926,0.19514123914737247
0.06145120235898031,0.11524104222176407,2.7895118767012974,2.1607293248830324
0.8646366585968693,0.8355977906447675,0.14544590815996533,0.17960789333772703
0.8658816880913515,0.8370838651989354,0.14400699858506222,0.17783101614178973
0.5228984443646156,0.6051858452317455,0.6483680128075557,0.502219685920856
0.9183949546071726,0.9103255977055048,0.08512774710878455,0.09395294378990217
0.7931202078416605,0.7510969619540143,0.2317804826541525,0.2862205250939652
0.4007368734173394,0.3827415509160138,0.9144502430698825,0.9603953193685582
0.4279107607339818,0.35056320906898386,0.8488406080980904,1.048214249054949
0.243709297673652,0.22702123214206568,1.4117791669505109,1.4827117322092473
0.47396034939942594,0.4565098911057967,0.7466316118420687,0.784144911918326
0.856647129767433,0.8595874008998832,0.15472919573998545,0.15130277125478894
0.8927354572752146,0.8949814030102007,0.113464982446796,0.11095233968271535
0.5289401749095706,0.6105951525175106,0.6368799444272808,0.49332113759674007
0.8642354181871269,0.8670323897456307,0.14591007253896632,0.1426789444846045
0.36643243180736246,0.3484074896156562,1.0039411353412766,1.054382537060177
0.6429581677204496,0.6492776373557106,0.4416756148384075,0.4318948612194223
0.6978503468892859,0.6413063838740323,0.3597506019447299,0.4442479582939375
0.8558919751487367,0.8679403963666714,0.15561110806008738,0.14163223445985937
0.836955956013141,0.8504453132944664,0.17798383112793587,0.1619951686909264
0.7034930019394536,0.7260737856155859,0.3516973499690625,0.3201036362423131
0.8021352214525417,0.7616535836375278,0.220478080025478,0.27226344131297375
0.9277997658926916,0.9340667464260104,0.07493933898971247,0.0682073803237712
0.4768510702815178,0.563479799227961,0.7405510584771555,0.5736237948973973
0.9311865474143213,0.9243293133236353,0.07129564861455456,0.07868687113483627
0.8921762249083041,0.8685855751313558,0.11409160435844735,0.14088916605206098
0.33319572184269614,0.29731556606292714,1.0990252083796326,1.2129611922494048
0.9363442398464341,0.9418929548537317,0.06577209250444259,0.059863646899215736
0.35786827384283765,0.39247607130219664,1.027590310451378,0.9352797084532728
