survival_probability,race_group_survival_probability
0.000708215297450425,0.0
0.7177440123615761,0.7264540337711068
0.005730105588462527,0.006202924235711119
0.00012876641771825953,0.0
0.009593098120010302,0.011860940695296515
0.2794231264486223,0.3133686300463271
0.0005150656708730364,0.0
0.006824620139067729,0.007532122286220644
0.06856811743497293,0.07934560327198362
0.5745557558588721,0.5701431492842535
0.5256245171259332,0.6009265387160821
0.6207828998197266,0.5681818181818181
0.00012876641771825953,0.0004089979550102244
0.6415786762812253,0.6326982720425345
0.03161215554983259,0.05582631812140011
0.0,0.0
0.000708215297450425,0.002435064935064934
0.5509915014164309,0.5529463890119632
0.0701776976564512,0.11298183429330971
0.00019314962657738917,0.0008116883116883112
0.000321916044295648,0.0016233766233766224
0.0030903940252382197,0.0024539877300613472
0.11292814833891321,0.08137364688316535
0.0034123100695338674,0.004430660168365085
0.27691218130311596,0.31039046988749186
0.08665979912438837,0.1289322108994241
0.8870718516610874,0.883538633818589
0.00012876641771825953,0.0
0.4445016739634303,0.4330206378986869
0.1617950038629925,0.14071294559099437
0.006760236930208599,0.007361963190184038
0.8520473860417197,0.851031894934334
0.7592067988668549,0.7357222844344904
0.0020602626834921476,0.0016359918200408979
0.6907030646407417,0.6817995910020448
0.000708215297450425,0.0012269938650306736
0.6266417718259074,0.5961179544606198
0.8602240535668294,0.8523517382413086
0.06689415400463558,0.10722197607443518
0.0009657481328869434,0.0004430660168365084
0.5394025238217874,0.5437148217636023
0.0865310327066701,0.08636664460622112
0.002510945145506054,0.0018663680477790223
0.35191861962400184,0.309070548712206
0.8163147051249037,0.8032848077640913
0.7231522019057429,0.6830357142857144
0.6119624002060261,0.5580357142857142
0.07152974504249293,0.06717405691594973
0.2555369559618851,0.22159090909090914
0.0009013649240278137,0.0
0.000321916044295648,0.0
0.6145377285603911,0.5608766233766237
0.8730363121297958,0.8573327425786448
0.16443471542621685,0.21045635799734172
0.00045068246201390683,0.0
0.1988797321658512,0.1757305194805195
0.03077517383466393,0.054940186087727105
0.0009013649240278137,0.0
0.00045068246201390683,0.0
0.25824105073396847,0.2409005628517824
0.0009013649240278137,0.0
0.2795518928663407,0.24878246753246763
0.12368014421838788,0.14642126789366047
0.6585758434200364,0.6464333185644661
0.6102240535668293,0.557224025974026
0.00012876641771825953,0.0004089979550102244
0.527684779809426,0.5330084182543199
0.00012876641771825953,0.0004089979550102244
0.24452742724697396,0.2568507157464211
0.6939866082925576,0.6747895436420032
0.000321916044295648,0.0
0.000321916044295648,0.0
0.000321916044295648,0.0
0.015387586917331964,0.019631901840490792
0.16610867885655423,0.1469155844155845
0.0016739634303373674,0.0008861320336730169
0.6453772856039147,0.6408997955010223
0.005730105588462527,0.008928571428571425
0.000321916044295648,0.0
0.8071079062580474,0.7743506493506491
0.000708215297450425,0.0003752345215759844
0.5120396600566568,0.44764610389610415
0.0016739634303373674,0.0006618133686300468
0.4562838011846507,0.4009740259740262
0.13765130054081895,0.15950920245398767
0.3571980427504506,0.315042926465099
0.004957507082152975,0.006543967280163593
0.0016095802214782374,0.0016359918200408979
0.00045068246201390683,0.0003732736095558044
0.0005150656708730364,0.0
0.32062838011846484,0.3606882859033754
0.0,0.0
0.41282513520473846,0.47286565188616836
0.42389904712850895,0.48544010589013914
0.0021246458923512776,0.001772264067346034
0.8690445531805301,0.8618887644643527
0.07352562451712595,0.06882859033752485
0.0009013649240278137,0.0003752345215759844
0.0009657481328869434,0.0
0.000321916044295648,0.0
0.0015451970126191083,0.0015009380863039378
0.3444501673963433,0.3064123376623377
0.6769250579448884,0.6270292207792206
0.0022534123100695362,0.001772264067346034
0.4096059747617819,0.3620129870129872
0.000708215297450425,0.0003752345215759844
0.006116404841617305,0.008928571428571425
0.011524594385784187,0.008603573792190605
0.33826937934586676,0.3447852760736195
0.21182075714653623,0.22494887525562354
0.01255472572753026,0.016359918200408996
0.09161730620654132,0.09331568497683661
0.9146922482616541,0.9026584867075663
0.0016095802214782374,0.0008861320336730169
0.9279551892866339,0.9223590892123926
0.6718387844450167,0.7455327597617476
0.0005150656708730364,0.0003732736095558044
0.9447592067988675,0.9333333333333331
0.0006438320885912954,0.0012269938650306736
0.0017383466391964976,0.0011198208286674137
0.000708215297450425,0.0
0.2261782127221221,0.2417177914110429
0.000321916044295648,0.0004089979550102244
0.14518413597733715,0.16400817995910016
0.004957507082152975,0.007305194805194799
0.23268091681689398,0.1892497200447929
0.0009657481328869434,0.0003732736095558044
0.8188900334792679,0.823264540337711
0.4874452742724701,0.5598941098610194
0.002768477980942571,0.0031014621178555597
0.000708215297450425,0.0003752345215759844
0.10983775431367501,0.13047034764826168
0.0014808138037599792,0.0011198208286674137
0.012425959309812001,0.015950920245398764
0.2497424671645633,0.23039399624765478
0.00012876641771825953,0.0
0.00045068246201390683,0.0003732736095558044
0.0028328611898017003,0.002316346790205164
0.1287020345093999,0.14969325153374222
0.0014808138037599792,0.004058441558441556
0.7639067731135726,0.7525562372188133
0.000321916044295648,0.0
0.20673448364666508,0.1627472937663307
0.000321916044295648,0.0004089979550102244
0.000321916044295648,0.0016233766233766224
0.00045068246201390683,0.0
0.9924671645634812,0.9893660531697341
0.35372134947205763,0.38856889676561823
0.0024465619366469244,0.0022153300841825426
0.000321916044295648,0.0016233766233766224
0.22244398660829245,0.27558706247230846
0.279229976822045,0.2634146341463414
0.0036054596961112555,0.0026472534745201875
0.6677182590780321,0.6360582306830905
0.0019958794746330172,0.0016359918200408979
0.4363250064383207,0.5006618133686302
0.4922096317280457,0.4915572232645403
0.0028328611898017003,0.0022514071294559073
0.0005794488797321662,0.002435064935064934
0.28862992531547765,0.3336287106778911
0.08627349987123357,0.0791396103896104
0.000321916044295648,0.0004089979550102244
0.0009657481328869434,0.003652597402597402
0.002317795518928665,0.001654533421575117
0.024980685037342264,0.04519273371732388
0.07590780324491374,0.07114493712773
0.9657481328869432,0.9686450167973124
0.974311099665208,0.9744840525328332
0.6677182590780321,0.7418927862342825
0.7314576358485707,0.7271983640081797
0.3982101467937164,0.4280017722640674
0.0020602626834921476,0.0009927200529450703
0.0009657481328869434,0.0004430660168365084
0.26828483131599296,0.27934560327198354
0.851532320370847,0.8439716312056739
0.5088848828225597,0.5152857775808598
0.0008369817151686844,0.0003732736095558044
0.7321014679371617,0.7073534901082494
0.0050218902910121035,0.0033771106941838614
0.0007725985063095548,0.0003732736095558044
0.4145634818439351,0.36728896103896097
0.0005150656708730364,0.0008179959100204489
0.5509915014164309,0.6250827266710789
0.11981715168684007,0.08958566629339305
0.0005794488797321662,0.0
0.12001030131341743,0.1411042944785276
0.0009013649240278137,0.0
0.0005150656708730364,0.0
0.5845351532320366,0.5284090909090908
0.000321916044295648,0.0016233766233766224
0.0016739634303373674,0.0016359918200408979
0.00012876641771825953,0.0
0.785603914499099,0.7758691206543966
0.38720061807880474,0.44043679682329623
0.0006438320885912954,0.002435064935064934
0.06946948235900076,0.11209570225963675
0.9155936131856816,0.9174484052532839
0.00045068246201390683,0.0
0.0024465619366469244,0.004870129870129869
0.00012876641771825953,0.0004089979550102244
0.3418748390419776,0.3861681005956322
0.003541076487252125,0.002626641651031891
0.22405356682977068,0.2778023925564911
0.013778006695853716,0.010451661067562528
0.5295518928663401,0.46875
0.0002575328354365186,0.0
0.0009657481328869434,0.003652597402597402
0.0018671130569147575,0.0008861320336730169
0.0024465619366469244,0.0018663680477790223
0.6229075457120785,0.6281425891181991
0.1858099407674479,0.20122699386503054
0.000321916044295648,0.0004089979550102244
0.5356039144990984,0.609861019192588
0.00012876641771825953,0.0004089979550102244
0.5664434715426212,0.5349010824934678
0.9034251867113051,0.9061913696060037
0.4180401751223282,0.4112570356472798
0.8244269894411534,0.7975188303057161
0.15194437290754567,0.1371753246753247
0.7187097604944628,0.6950354609929079
0.1808524336852949,0.15909943714821764
0.003154777234097348,0.002316346790205164
0.0010945145506052023,0.0007465472191116089
0.2510301313417462,0.21201941022769696
0.6102240535668293,0.6052281789986712
0.06476950811228432,0.03994027622247106
